c
c
c
c
c
200 40000
0 0 0
0 1 711
0 2 428
0 3 908
0 4 121
0 5 934
0 6 643
0 7 302
0 8 567
0 9 591
0 10 90
0 11 406
0 12 601
0 13 385
0 14 337
0 15 529
0 16 58
0 17 864
0 18 561
0 19 295
0 20 98
0 21 195
0 22 512
0 23 525
0 24 585
0 25 493
0 26 983
0 27 852
0 28 565
0 29 745
0 30 900
0 31 69
0 32 704
0 33 694
0 34 760
0 35 307
0 36 657
0 37 299
0 38 378
0 39 738
0 40 575
0 41 194
0 42 541
0 43 828
0 44 946
0 45 897
0 46 265
0 47 580
0 48 398
0 49 989
0 50 887
0 51 113
0 52 192
0 53 850
0 54 280
0 55 367
0 56 407
0 57 900
0 58 361
0 59 844
0 60 422
0 61 582
0 62 835
0 63 329
0 64 491
0 65 968
0 66 720
0 67 575
0 68 743
0 69 235
0 70 31
0 71 476
0 72 22
0 73 408
0 74 705
0 75 219
0 76 380
0 77 71
0 78 934
0 79 68
0 80 881
0 81 280
0 82 801
0 83 416
0 84 804
0 85 160
0 86 25
0 87 26
0 88 141
0 89 135
0 90 720
0 91 770
0 92 925
0 93 145
0 94 244
0 95 752
0 96 81
0 97 905
0 98 713
0 99 291
0 100 732
0 101 494
0 102 719
0 103 994
0 104 827
0 105 115
0 106 563
0 107 316
0 108 193
0 109 939
0 110 48
0 111 416
0 112 680
0 113 501
0 114 772
0 115 492
0 116 742
0 117 236
0 118 272
0 119 156
0 120 536
0 121 994
0 122 315
0 123 810
0 124 942
0 125 197
0 126 439
0 127 908
0 128 353
0 129 643
0 130 667
0 131 494
0 132 470
0 133 135
0 134 203
0 135 514
0 136 616
0 137 930
0 138 922
0 139 267
0 140 392
0 141 150
0 142 603
0 143 892
0 144 911
0 145 991
0 146 153
0 147 727
0 148 659
0 149 932
0 150 623
0 151 780
0 152 612
0 153 512
0 154 169
0 155 57
0 156 215
0 157 411
0 158 681
0 159 978
0 160 64
0 161 235
0 162 733
0 163 941
0 164 140
0 165 446
0 166 543
0 167 251
0 168 133
0 169 612
0 170 419
0 171 136
0 172 996
0 173 506
0 174 901
0 175 73
0 176 328
0 177 204
0 178 158
0 179 864
0 180 253
0 181 109
0 182 685
0 183 536
0 184 592
0 185 135
0 186 756
0 187 181
0 188 741
0 189 299
0 190 646
0 191 689
0 192 324
0 193 431
0 194 791
0 195 51
0 196 279
0 197 951
0 198 516
0 199 808
1 0 867
1 1 0
1 2 402
1 3 281
1 4 950
1 5 616
1 6 991
1 7 799
1 8 545
1 9 764
1 10 880
1 11 283
1 12 896
1 13 466
1 14 663
1 15 610
1 16 543
1 17 916
1 18 542
1 19 394
1 20 191
1 21 146
1 22 193
1 23 520
1 24 133
1 25 53
1 26 865
1 27 718
1 28 658
1 29 975
1 30 389
1 31 281
1 32 293
1 33 357
1 34 485
1 35 941
1 36 645
1 37 526
1 38 78
1 39 332
1 40 876
1 41 929
1 42 60
1 43 614
1 44 649
1 45 19
1 46 518
1 47 783
1 48 780
1 49 158
1 50 225
1 51 606
1 52 819
1 53 698
1 54 591
1 55 919
1 56 789
1 57 295
1 58 958
1 59 275
1 60 264
1 61 982
1 62 516
1 63 904
1 64 961
1 65 756
1 66 394
1 67 404
1 68 778
1 69 409
1 70 713
1 71 118
1 72 185
1 73 636
1 74 325
1 75 940
1 76 613
1 77 924
1 78 708
1 79 324
1 80 539
1 81 427
1 82 859
1 83 942
1 84 474
1 85 492
1 86 863
1 87 471
1 88 216
1 89 926
1 90 330
1 91 40
1 92 157
1 93 838
1 94 74
1 95 424
1 96 211
1 97 509
1 98 44
1 99 170
1 100 325
1 101 362
1 102 68
1 103 761
1 104 268
1 105 929
1 106 328
1 107 496
1 108 304
1 109 717
1 110 976
1 111 212
1 112 515
1 113 445
1 114 282
1 115 554
1 116 336
1 117 411
1 118 865
1 119 517
